"name","link","Provider","Review_Count","Free_Wifi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant","Price_AMD","Price_USD","externalObjectId","objectType","country","state","city","address","zipcode","phone","photosCount","rankingCategory","objectRank","objectsInCategoryCount","reviewCount","avgScore","certificate","scoreDistribution","languageDistribution","tagcloud"
"MGA Hostel & Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d8005673-Reviews-MGA_Hostel_Tours-Yerevan.html","Booking.com",37,"1","0","1","0","0","0","0",10000,21,"d8005673","Hotel","Armenia","Yerevan","Yerevan","Khoryenatsi M. str. 10/17","0015","Missing","103","Specialty Lodging in Yerevan","25","281","37","4.5","Missing","['22', '5', '1', '0', '1']","{'English': '29', 'Russian': '7', 'Spanish': '1'}","['reviews', 'central', 'location', 'mane', 'dorm', 'facilities', 'country', 'english', 'arthur', 'republic', 'accommodation', 'city']"
"Mia Casa Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d11643507-Reviews-Mia_Casa_Hotel_Yerevan-Yerevan.html","Booking.com",72,"1","0","1","0","0","0","0",19911,41,"d11643507","Hotel","Armenia","Yerevan","Yerevan","Shara-Talyana str. 13","0070","Missing","77","Hotels in Yerevan","14","82","71","5","Certificate of Excellence","['15', '2', '0', '1', '0']","{'English': '18', 'Russian': '46', 'Italian': '6', 'French': '1'}","Missing"
"Miami International Suite Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d10786964-Reviews-Miami_International_Suite_Hotel-Yerevan.html","Booking.com",9,"1","0","1","0","0","0","0",10825,22,"d10786964","Hotel","Armenia","Yerevan","Yerevan","Bagratunyants str. 3","0039","Missing","Missing","B&Bs / Inns in Yerevan","40","139","9","Missing","Missing","['6', '1', '0', '0', '2']","{'Russian': '5', 'English': '4'}","['breakfast']"
"Midnight","https://www.tripadvisor.com//Hotel_Review-g293932-d15584691-Reviews-Midnight-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",9091,19,"d15584691","Hotel","Armenia","Yerevan","Yerevan","Charenc 9 1","0032","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Mini GuestHouse","https://www.tripadvisor.com//Hotel_Review-g293932-d13394150-Reviews-Mini_GuestHouse-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",25000,52,"d13394150","Hotel","Armenia","Yerevan","Yerevan","Nikoghayos Tigranyan Street 5/38 BUilding","0014","Missing","Missing","Missing","Missing","Missing","362","Missing","Missing","Missing","Missing","Missing"
"Mini Hostel Tigranyan 5","https://www.tripadvisor.com//Hotel_Review-g293932-d10454255-Reviews-Mini_Hostel_Tigranyan_5-Yerevan.html","Booking.com",4,"1","0","1","0","0","0","0",7990,17,"d10454255","Hotel","Armenia","Yerevan","Yerevan","Tigranyan 5, 38","0032","Missing","1","Specialty Lodging in Yerevan","57","281","4","5","Missing","['2', '0', '0', '0', '0']","{'English': '2', 'Italian': '1', 'Russian': '1'}","Missing"
"Minotel Barsam Suites","https://www.tripadvisor.com//Hotel_Review-g293932-d7148555-Reviews-Minotel_Barsam_Suites-Yerevan.html","Booking.com",90,"1","0","1","0","0","0","0",20625,43,"d7148555","Hotel","Armenia","Yerevan","Yerevan","Mher Mkrtchyan St., 8","0010","Missing","123","Hotels in Yerevan","41","82","89","Missing","Missing","['28', '34', '20', '3', '4']","{'English': '41', 'Russian': '37', 'French': '4'}","['republic square']"
"Mirage Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d15226237-Reviews-Mirage_Guest_House-Yerevan.html","Expedia.com",0,"0","0","0","0","0","0","0",6250,13,"d15226237","Hotel","Armenia","Yerevan","Yerevan","Kochar Yervand str. 19","0070","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Mirage Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d8337431-Reviews-Mirage_Hotel-Yerevan.html","Booking.com",6,"1","0","1","0","0","0","0",20000,41,"d8337431","Hotel","Armenia","Yerevan","Yerevan","Khudyakova marshala str. 4","0063","Missing","65","Hotels in Yerevan","56","82","6","4.5","Missing","['1', '0', '0', '0', '0']","{'English': '1', 'Russian': '4', 'French': '1'}","Missing"
"Mister Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d7762068-Reviews-Mister_Hostel-Yerevan.html","Booking.com",5,"1","0","0","0","0","0","0",16667,34,"d7762068","Hotel","Armenia","Yerevan","Yerevan","9 Ghazar Parpetsi Street","2","Missing","1","Specialty Lodging in Yerevan","65","281","5","4.5","Missing","['3', '0', '0', '0', '0']","{'English': '3', 'Italian': '1', 'Russian': '1'}","Missing"
"Monaco Plaza","https://www.tripadvisor.com//Hotel_Review-g293932-d13386060-Reviews-Monaco_Plaza-Yerevan.html","Expedia.com",0,"1","0","1","0","0","0","0",12469,26,"d13386060","Hotel","Armenia","Yerevan","Yerevan","Anastas Mikoyan 151/6","0054","Missing","Missing","Missing","Missing","Missing","237","Missing","Missing","Missing","Missing","Missing"
"Monument Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d8287505-Reviews-Monument_Guest_House-Yerevan.html","Expedia.com",0,"0","0","0","0","0","0","0",12678,26,"d8287505","Hotel","Armenia","Yerevan","Yerevan","Azatutyan Backstreet","0037","Missing","7","Missing","Missing","Missing","127","Missing","Missing","Missing","Missing","Missing"
"Moscow House Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d1236230-Reviews-Moscow_House_Hotel-Yerevan.html","Booking.com",2,"1","0","0","0","0","0","0",21250,44,"d1236230","Hotel","Armenia","Yerevan","Yerevan","7 Argishti Str","3750037","Missing","Missing","B&Bs / Inns in Yerevan","62","139","2","4","Missing","['0', '1', '0', '0', '0']","{'English': '1', 'Russian': '2'}","Missing"
"Motel Eforea","https://www.tripadvisor.com//Hotel_Review-g293932-d9463268-Reviews-Motel_Eforea-Yerevan.html","Expedia.com",0,"0","0","0","0","0","0","0",62337,129,"d9463268","Hotel","Armenia","Yerevan","Yerevan","Arshakunyats ave 3a","0023","Missing","Missing","Missing","Missing","Missing","369","Missing","Missing","Missing","Missing","Missing"
"Motel on Griboedova","https://www.tripadvisor.com//Hotel_Review-g293932-d11929337-Reviews-Motel_on_Griboedova-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",9990,21,"d11929337","Hotel","Armenia","Yerevan","Yerevan","48 Griboyedov ulitsa","18","Missing","Missing","Missing","Missing","Missing","237","Missing","Missing","Missing","Missing","Missing"
"Motel Uyut","https://www.tripadvisor.com//Hotel_Review-g293932-d11707423-Reviews-Motel_Uyut-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",10117,21,"d11707423","Hotel","Armenia","Yerevan","Yerevan","Fuchiki 2/2","3838","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Motel","https://www.tripadvisor.com//Hotel_Review-g293932-d12923567-Reviews-Motel-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",24367,50,"d12923567","Hotel","Armenia","Yerevan","Yerevan","Eryebuni str. 20","0020","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Musa Ler Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d13073612-Reviews-Musa_Ler_Hotel-Yerevan.html","Booking.com",3,"1","0","1","0","0","0","0",16190,33,"d13073612","Hotel","Armenia","Yerevan","Yerevan","1/7 Davit-Bek Street","0008","Missing","18","B&Bs / Inns in Yerevan","64","139","3","3.5","Missing","['0', '1', '0', '0', '0']","{'English': '1', 'Russian': '2'}","Missing"
"My Corner Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d6585117-Reviews-My_Corner_Hostel-Yerevan.html","Expedia.com",19,"1","0","1","0","0","0","0",65783,136,"d6585117","Hotel","Armenia","Yerevan","Yerevan","Street Zarubyan 1/1","0002","Missing","65","Specialty Lodging in Yerevan","29","281","19","4.5","Missing","['4', '6', '2', '0', '0']","{'English': '12', 'Russian': '7'}","Missing"
"My Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d6702577-Reviews-My_Hotel_Yerevan-Yerevan.html","Booking.com",159,"1","0","1","0","0","0","0",19911,41,"d6702577","Hotel","Armenia","Yerevan","Yerevan","Nalbandyan street 47/1","0010","Missing","93","Hotels in Yerevan","6","82","155","4.5","Certificate of Excellence","['47', '18', '7', '1', '1']","{'English': '74', 'Russian': '64', 'French': '7', 'Italian': '3', 'Spanish': '3', 'Finnish': '1', 'German': '1', 'Japanese': '1', 'Polish': '1'}","['reviews', 'attic', 'room', 'the', 'main', 'hotel', 'small', 'hotel', 'main', 'road', 'city', 'centre', 'abovyan', 'street', 'republic', 'square', 'comfortable', 'stay', 'great', 'hotel', 'the', 'ground', 'floor', 'no', 'lift', 'few', 'meters', 'quiet', 'location', 'place', 'to', 'stay', 'taxi', 'driver', 'walking', 'distance', 'supermarket']"
"Nacho Apart Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d14158180-Reviews-Nacho_Apart_Hotel-Yerevan.html","Booking.com",1,"1","0","1","0","0","0","0",16538,34,"d14158180","Hotel","Armenia","Yerevan","Yerevan","Kajaznuni Street, 20/1","0018","Missing","3","Specialty Lodging in Yerevan","94","281","1","5","Missing","['1', '0', '0', '0', '0']","{'English': '1'}","Missing"
"Nare Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d4324987-Reviews-Nare_Hotel-Yerevan.html","Booking.com",27,"1","0","1","0","0","0","0",22000,45,"d4324987","Hotel","Armenia","Yerevan","Yerevan","Ovsyepyan G. str. 22/10","0047","Missing","35","B&Bs / Inns in Yerevan","22","139","27","4.5","Missing","['1', '3', '3', '0', '0']","{'English': '7', 'Russian': '19', 'German': '1', 'Polish': '1'}","Missing"
"New-Regence","https://www.tripadvisor.com//Hotel_Review-g293932-d10030882-Reviews-New_Regence-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",10833,22,"d10030882","Hotel","Armenia","Yerevan","Yerevan","10/1 Davit Anhaght St","0014","Missing","Missing","Missing","Missing","Missing","182","Missing","Missing","Missing","Missing","Missing"
"Nice Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d10289803-Reviews-Nice_Hotel-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",7500,15,"d10289803","Hotel","Armenia","Yerevan","Yerevan","Shara-Talyana str. 13","0070","Missing","Missing","Missing","Missing","Missing","418","Missing","Missing","Missing","Missing","Missing"
"Nor Dzoraberd Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d6864096-Reviews-Nor_Dzoraberd_Hotel-Yerevan.html","Booking.com",7,"1","0","0","0","0","0","1",20250,42,"d6864096","Hotel","Armenia","Yerevan","Yerevan","Dzorapi Street 19/4","0010","Missing","33","B&Bs / Inns in Yerevan","34","139","7","4.5","Missing","['1', '3', '0', '0', '0']","{'English': '4', 'Russian': '3'}","Missing"
"Nor Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d12455767-Reviews-Nor_Yerevan-Yerevan.html","Booking.com",8,"1","0","1","0","0","0","0",20825,43,"d12455767","Hotel","Armenia","Yerevan","Yerevan","Arami str. 42","0010","Missing","1","Hotels in Yerevan","65","82","7","3.5","Missing","['1', '2', '1', '0', '1']","{'English': '5', 'Russian': '2'}","Missing"
"Nork Residence Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d1818280-Reviews-Nork_Residence_Hotel-Yerevan.html","Booking.com",32,"1","0","1","0","0","0","0",14625,30,"d1818280","Hotel","Armenia","Yerevan","Yerevan","Moldovakan str. 56/1","0062","Missing","37","B&Bs / Inns in Yerevan","78","139","32","3.5","Missing","['5', '4', '5', '0', '6']","{'English': '20', 'Russian': '12'}","Missing"
"North Avenue Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d4619506-Reviews-North_Avenue_Hotel-Yerevan.html","Expedia.com",73,"1","1","0","0","0","0","0",65783,136,"d4619506","Hotel","Armenia","Yerevan","Yerevan","North Ave., 10/1","0010","Missing","61","Hotels in Yerevan","33","82","72","Missing","Missing","['45', '20', '2', '0', '5']","{'Russian': '32', 'English': '29', 'French': '3'}","['recommend this hotel', 'great hotel', 'modern hotel', 'walking distance', 'erevan', 'furniture', 'city']"
"Nova Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d10100256-Reviews-Nova_Hotel-Yerevan.html","Booking.com",255,"1","0","1","0","0","0","0",19911,41,"d10100256","Hotel","Armenia","Yerevan","Yerevan","Sayat Novy str. 10/5","0001","(010) 600050","229","Hotels in Yerevan","4","82","240","4.5","Certificate of Excellence","['122', '36', '4', '0', '0']","{'English': '162', 'Russian': '55', 'Chinese': 'Trad.', 'French': '6', 'German': '5', 'Italian': '5', 'Spanish': '3', 'Dutch': '2', 'Japanese': '1', 'Norwegian': '1'}","['reviews', 'economy', 'room', 'walking', 'distance', 'rooms', 'were', 'super', 'clean', 'modern', 'boutique', 'hotel', 'iron', 'and', 'board', 'republic', 'square', 'hospitality', 'service', 'stayed', 'for', 'one', 'week', 'staff', 'members', 'were', 'very', 'friendly', 'bed', 'and', 'pillows', 'nice', 'shower', 'bit', 'hard', 'to', 'find', 'perfect', 'location', 'great', 'bed', 'affordable', 'price', 'breakfast', 'was', 'delicious', 'enjoyed', 'my', 'stay']"
"Noy Hostel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d13359376-Reviews-Noy_Hostel_Yerevan-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",4992,10,"d13359376","Hotel","Armenia","Yerevan","Yerevan","House 41 Aygyestan 9 str.","0025","Missing","Missing","Missing","Missing","Missing","240","Missing","Missing","Missing","Missing","Missing"
"NUR Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d3596324-Reviews-NUR_Hotel-Yerevan.html","Booking.com",28,"1","0","1","0","0","0","0",19325,40,"d3596324","Hotel","Armenia","Yerevan","Yerevan","Leningradyan 23 / 11","0099","Missing","22","B&Bs / Inns in Yerevan","73","139","28","3","Missing","['1', '5', '1', '1', '3']","{'English': '11', 'Russian': '15', 'German': '1', 'Spanish': '1'}","Missing"
"Nuri Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d12315586-Reviews-Nuri_Hostel-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",45000,93,"d12315586","Hotel","Armenia","Yerevan","Yerevan","Paronyana str. 6-26","0015","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Old Yerevan Hostel and Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d11707421-Reviews-Old_Yerevan_Hostel_and_Tours-Yerevan.html","Booking.com",7,"1","0","1","0","0","0","0",8325,17,"d11707421","Hotel","Armenia","Yerevan","Yerevan","Paronyana str. 14/1","0015","Missing","19","Specialty Lodging in Yerevan","136","281","7","3","Missing","['0', '1', '0', '0', '2']","{'English': '3', 'Russian': '2', 'German': '1', 'Spanish': '1'}","Missing"
"Old Yerevan Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d8493688-Reviews-Old_Yerevan_Hostel-Yerevan.html","Booking.com",5,"1","0","1","0","0","0","0",19167,40,"d8493688","Hotel","Armenia","Yerevan","Yerevan","Pushkina str. 3/1","0010","Missing","17","Specialty Lodging in Yerevan","116","281","5","3.5","Missing","['1', '0', '0', '0', '1']","{'English': '2', 'Russian': '3'}","Missing"
"Olympia Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d308340-Reviews-Olympia_Hotel-Yerevan.html","Booking.com",109,"1","0","1","0","0","0","0",20667,43,"d308340","Hotel","Armenia","Yerevan","Yerevan","Barbyusi str. 64","0028","Missing","55","Hotels in Yerevan","19","82","109","4.5","Certificate of Excellence","['30', '22', '3', '2', '0']","{'English': '57', 'Russian': '45', 'Italian': '3', 'German': '2', 'French': '1', 'Polish': '1', 'Spanish': '1'}","['reviews', 'genocide', 'memorial', 'view', 'from', 'the', 'balcony', 'clean', 'rooms', 'loved', 'this', 'hotel', 'reception', 'staff', 'decent', 'hotel', 'metro', 'station', 'swimming', 'pool', 'ararat', 'supermarket', 'sas', 'city', 'fridge', 'taxi']"
"Onik B & B","https://www.tripadvisor.com//Hotel_Review-g293932-d10226137-Reviews-Onik_B_B-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",12492,26,"d10226137","Hotel","Armenia","Yerevan","Yerevan","Nor Aresh 32 street 8","0075","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Opera Suite Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d8280822-Reviews-Opera_Suite_Hotel-Yerevan.html","Expedia.com",155,"1","0","1","0","1","0","0",33413,69,"d8280822","Hotel","Armenia","Yerevan","Yerevan","1 str. 1-3","0068","Missing","229","Hotels in Yerevan","13","82","150","4.5","Certificate of Excellence","['51', '28', '9', '2', '1']","{'English': '91', 'Russian': '41', 'Italian': '5', 'German': '4', 'Spanish': '4', 'French': '3', 'Turkish': '3', 'Arabic': '1', 'Portuguese': '1'}","['reviews', 'sinatra', 'restaurant', 'international', 'visitors', 'extraordinary', 'view', 'thai', 'spa', 'impressive', 'thing', 'executive', 'suite', 'spoke', 'perfect', 'english', 'small', 'kitchenette', 'the', 'breakfast', 'area', 'rooftop', 'bar', 'very', 'comfortable', 'room', 'top', 'floor', 'the', 'hotel', 'manager', 'atm', 'machine', 'i', 'highly', 'recommend', 'this', 'hotel', 'modern', 'hotel', 'fresh', 'fruit']"
"Orange Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d3228963-Reviews-Orange_Hotel-Yerevan.html","Booking.com",1,"1","0","1","0","0","0","0",19911,41,"d3228963","Hotel","Armenia","Yerevan","Yerevan","Tsitsyernakabyerdskoye highway 7/1","0082","Missing","1","B&Bs / Inns in Yerevan","70","139","1","3","Missing","['0', '0', '1', '0', '0']","{'English': '1'}","Missing"
"Ossanna Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d10053016-Reviews-Ossanna_Hotel-Yerevan.html","Booking.com",15,"1","0","1","0","0","0","0",24992,52,"d10053016","Hotel","Armenia","Yerevan","Yerevan","Malkhasyan S. 1/13","0051","Missing","15","Hotels in Yerevan","45","82","15","4.5","Missing","['1', '0', '0', '0', '0']","{'English': '1', 'French': '8', 'Russian': '4', 'Dutch': '2'}","Missing"
"PAI Armenia Tours and Accommodation","https://www.tripadvisor.com//Hotel_Review-g293932-d13498487-Reviews-PAI_Armenia_Tours_and_Accommodation-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",6658,14,"d13498487","Hotel","Armenia","Yerevan","Yerevan","44 Gabriel Sundukyan Street","0044","Missing","Missing","Missing","Missing","Missing","237","Missing","Missing","Missing","Missing","Missing"
"Palazzo Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d12641855-Reviews-Palazzo_Hotel-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",24992,52,"d12641855","Hotel","Armenia","Yerevan","Yerevan","Tbilisyan Highway, 1st lane, building 10/1","0052","Missing","26","Missing","Missing","Missing","105","Missing","Missing","Missing","Missing","Missing"
"Palma Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d8343641-Reviews-Palma_Hotel-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",15000,31,"d8343641","Hotel","Armenia","Yerevan","Yerevan","Adonts N. str. 13/3","0014","Missing","24","Missing","Missing","Missing","237","Missing","Missing","Missing","Missing","Missing"
"Panorama Yerevan Resort","https://www.tripadvisor.com//Hotel_Review-g293932-d5975411-Reviews-Panorama_Yerevan_Resort-Yerevan.html","Booking.com",40,"1","0","1","0","0","0","0",25500,53,"d5975411","Hotel","Armenia","Yerevan","Yerevan","G.Hovsepyan 24/3","375012","Missing","69","Hotels in Yerevan","26","82","40","5","Missing","['24', '2', '0', '0', '0']","{'English': '26', 'Russian': '14'}","['reviews', 'ping', 'pong', 'table', 'taxi', 'ride', 'felt', 'like', 'home', 'front', 'desk', 'staff', 'place', 'to', 'stay', 'gym', 'cleanliness', 'ararat', 'apartment', 'slippers', 'city', 'bedroom', 'towels', 'tours']"
